Label;degree;weighted degree;Eccentricity;closnesscentrality;harmonicclosnesscentrality;betweenesscentrality;Authority;Hub;modularity_class;pageranks;componentnumber;clustering;triangles;eigencentrality
91;31;31;4;0.45515;0.50517;0.005698;0.042921;0.042921;1;0.003849;0;0.458065;213;0.337073
95;34;34;4;0.4377;0.497567;0.002647;0.049872;0.049872;1;0.004179;0;0.581105;326;0.374767
96;21;21;4;0.430818;0.472628;0.000553;0.035294;0.035294;1;0.002728;0;0.733333;154;0.260644
132;46;46;4;0.458194;0.52646;0.009963;0.060183;0.060181;0;0.005357;0;0.485024;502;0.500898
141;47;47;4;0.484956;0.547141;0.008484;0.074181;0.074181;1;0.005463;0;0.46901;507;0.549422
159;29;29;4;0.420245;0.476886;0.000764;0.047579;0.047579;1;0.003548;0;0.692118;281;0.351131
187;34;34;3;0.461279;0.513382;0.005165;0.070039;0.070039;1;0.00392;0;0.541889;304;0.485448
190;26;26;4;0.433544;0.480839;0.000609;0.04901;0.049011;1;0.003212;0;0.667692;217;0.342557
326;31;31;3;0.450658;0.501217;0.012664;0.041442;0.041442;1;0.00438;0;0.419355;195;0.30547
3Л;26;26;4;0.434231;0.481448;0.001009;0.040007;0.040007;3;0.00327;0;0.766154;249;0.27709
3АЛ;28;28;3;0.448445;0.495742;0.002499;0.042449;0.042449;3;0.003519;0;0.671958;254;0.294138
4Л;29;29;3;0.453642;0.501217;0.003719;0.042819;0.042819;3;0.003656;0;0.625616;254;0.297058
7Л;26;26;4;0.434231;0.481448;0.001009;0.040007;0.040007;3;0.00327;0;0.766154;249;0.27709
330;43;43;4;0.460504;0.524331;0.023977;0.057141;0.057142;3;0.005679;0;0.358804;324;0.395751
338;34;34;4;0.458961;0.512165;0.003185;0.057425;0.057425;3;0.004068;0;0.606061;340;0.393131
339;34;34;4;0.458961;0.512165;0.003185;0.057425;0.057425;3;0.004068;0;0.606061;340;0.393131
350;23;23;4;0.40413;0.451946;0.000212;0.034278;0.034278;3;0.002963;0;0.905138;229;0.236826
351а;23;23;4;0.40413;0.451946;0.000212;0.034278;0.034278;3;0.002963;0;0.905138;229;0.236826
351б;24;24;4;0.404727;0.453771;0.001316;0.034392;0.034393;3;0.00317;0;0.84058;232;0.237914
353;23;23;4;0.40413;0.451946;0.000212;0.034278;0.034278;3;0.002963;0;0.905138;229;0.236826
354;31;31;4;0.4377;0.492092;0.005175;0.053269;0.05327;3;0.003832;0;0.56129;261;0.34963
355;23;23;4;0.40413;0.451946;0.000212;0.034278;0.034278;3;0.002963;0;0.905138;229;0.236826
356;24;24;4;0.404727;0.453771;0.001316;0.034392;0.034393;3;0.00317;0;0.84058;232;0.237914
360;29;29;4;0.439807;0.490268;0.005719;0.04817;0.04817;3;0.003547;0;0.608374;247;0.33145
366;29;29;4;0.430818;0.48236;0.002331;0.045906;0.045906;3;0.003615;0;0.647783;263;0.30908
369;29;29;4;0.430818;0.48236;0.002331;0.045906;0.045906;3;0.003615;0;0.647783;263;0.30908
379;35;35;4;0.459732;0.51399;0.00332;0.059762;0.059762;3;0.004165;0;0.591597;352;0.408363
